Francisella_tularensis_subsp._holarctica_LVS 3
Francisella_tularensis_subsp._mediasiatic 2
Francisella_tularensis_subsp._tularensi 5
Frankia_alni_ACN14a 1
Frankia_sp._CcI3 14
Frankia_sp._EuI1c 1
Frankia_symbiont_of_Datisca_glomerata 6
Gallibacterium_anatis_UMN179 173
Gallionella_capsiferriformans_ES-2 7
Geitlerinema_sp._PCC_7407 1
Gemmatimonas_aurantiaca_T-27 3
Geobacillus_sp._GHH01 12
Geobacillus_sp._JF8 5
Geobacillus_thermodenitrificans_NG80-2 12
Geobacter_bemidjiensis_Bem 1
Geobacter_daltonii_FRC-32 3
Geobacter_lovleyi_SZ 9
Geobacter_sp._M18 2
Geobacter_sp._M21 1
Geobacter_sulfurreducens_KN400 5
Geobacter_uraniireducens_Rf4 3
Gloeobacter_violaceus_PCC_7421 2
Gloeocapsa_sp._PCC_7428 0
Gluconacetobacter_diazotrophicus_PA1_5 8
Gordonia_polyisoprenivorans_VH2 2
Gordonia_sp._KTR9 3
Granulibacter_bethesdensis_CGDNIH1 1
Granulibacter_bethesdensis_CGDNIH3 2
Granulicella_mallensis_MP5ACTX8 2
Haemophilus_parasuis_SH0165 7
Halanaerobium_hydrogeniformans 11
Halobacillus_halophilus_DSM_2266 1
Haloferax_volcanii_DS2 6
Halomicrobium_mukohataei_DSM_12286 1
Halomonas_elongata_DSM_2581 6
Haloterrigena_turkmenica_DSM_5511 0
Heliobacterium_modesticaldum_Ice1 10
Hydrogenobacter_thermophilus_TK-6 2
Hymenobacter_sp._APR13 2
Hyphomicrobium_denitrificans_1NES1 2
Hyphomicrobium_denitrificans_ATCC_51888 6
Hyphomicrobium_nitrativorans_NL23 2
Hyphomicrobium_sp._MC1 3
Ilumatobacter_coccineus_YM16-304 1
Ilyobacter_polytropus_DSM_2926 8
Janthinobacterium_sp._Marseille 6
Ketogulonicigenium_vulgare_WSH-001 3
Ketogulonicigenium_vulgare_Y25 3
Kineococcus_radiotolerans_SRS30216 2
Kitasatospora_setae_KM-6054 1
Klebsiella_oxytoca 9
Klebsiella_oxytoca_KCTC_1686 7
Klebsiella_pneumoniae_CG43 4
Klebsiella_pneumoniae_subsp._pneumonia 5
Klebsiella_pneumoniae_subsp._pneumoniae_Kp13 11
Klebsiella_pneumoniae_subsp._pneumoniae_MG 9
Kocuria_rhizophila_DC2201 1
Kribbella_flavida_DSM_17836 1
Kutzneria_albida_DSM_43870 8
Lachnoclostridium_phytofermentans_ISDg 3
Lactobacillus_brevis_ATCC_367 2
Leadbetterella_byssophila_DSM_17132 12
Legionella_longbeachae_NSW150 4
Legionella_pneumophila_str._Corby 6
Legionella_pneumophila_str._Lens 5
Legionella_pneumophila_str._Paris 7
Legionella_pneumophila_subsp._pneumophila 4
